交易日期,收盘价,市盈率TTM,市盈率LYR,市盈率FPE,市盈率(动态),市盈率TTM加权,市盈率TTM剔除负值,市净率(LF),市净率加权,股息率,市销率(PS),市销率LYR,市销率TTM加权,市现率(PCF),市现率LYR,市现率TTM加权,调仓标志
2024-11-07,21101.57,37.7088,41.1118,,,,,9.5334,,0.5628,6.587,6.9563,,25.6776,27.6177,,
2024-11-08,21117.18,37.6187,41.0135,,,,,9.5106,,0.5804,6.5712,6.9397,,25.6162,27.5517,,
2024-11-11,21106.59,37.5821,40.9736,,,,,9.5014,,0.5614,6.5648,6.9329,,25.5913,27.5249,,
2024-11-12,21070.79,37.6438,41.0438,,,,,9.5136,,0.5605,6.573,6.9448,,25.6291,27.5721,,
2024-11-13,21036.16,37.6027,40.9497,,,,,9.4924,,0.5623,6.5591,6.9289,,25.5411,27.5088,,
2024-11-14,20896.67,37.399,40.6949,,,,,9.4371,,0.5652,6.5208,6.8878,,25.3709,27.3507,,
2024-11-15,20394.13,36.4916,39.7075,,,,,9.2081,,0.5846,6.3626,6.7207,,24.7553,26.6871,,
2024-11-18,20539.19,36.7485,40.0256,,,,,9.3194,,0.5555,6.465,6.8322,,25.0241,26.9942,,20241118&纳入:APP.O-APPLOVIN;剔除:DLTR.O-美元树(DOLLAR TREE)
2024-11-19,20684.59,37.1617,40.4756,,,,,9.4242,,0.5499,6.5377,6.9091,,25.3054,27.2977,,
2024-11-20,20667.1,36.5583,40.3464,,,,,9.368,,0.5517,6.4913,6.887,,24.9977,27.2105,,
2024-11-21,20740.78,36.293,40.1362,,,,,9.306,,0.5779,6.449,6.8511,,24.8623,27.0688,,
2024-11-22,20776.23,36.2136,40.0411,,,,,9.2871,,0.5785,6.433,6.8344,,24.8186,27.0142,,
2024-11-25,20804.89,36.2804,40.1149,,,,,9.3043,,0.5766,6.4449,6.847,,24.8644,27.064,,
2024-11-26,20922.9,36.579,40.5438,,,,,9.3796,,0.5718,6.4977,6.9086,,25.0692,27.3137,,
2024-11-27,20744.49,36.3116,40.2474,,,,,9.311,,0.5799,6.4502,6.8581,,24.886,27.114,,
2024-11-29,20930.37,36.6242,40.5939,,,,,9.3912,,0.5773,6.5058,6.9171,,25.1002,27.3474,,
2024-12-02,21164.6,37.0831,41.1036,,,,,9.5086,,0.5521,6.5873,7.004,,25.4138,27.6908,,
2024-12-03,21229.32,37.2895,41.3054,,,,,9.5579,,0.5519,6.6195,7.0383,,25.5378,27.8267,,
2024-12-04,21492.36,37.7738,41.8216,,,,,9.6874,,0.5444,6.7125,7.1362,,25.8894,28.2236,,
2024-12-05,21425.22,37.71,41.7564,,,,,9.6725,,0.5498,6.7018,7.1251,,25.8511,28.1797,,
2024-12-06,21622.25,38.0262,42.1066,,,,,9.7536,,0.5515,6.758,7.1849,,26.0679,28.416,,
2024-12-09,21440.82,37.8391,41.9004,,,,,9.7054,,0.5694,6.7255,7.1497,,25.9403,28.2768,,
2024-12-10,21368.18,37.9424,42.0148,,,,,9.7319,,0.5686,6.7438,7.1692,,26.0111,28.354,,
2024-12-11,21763.98,38.795,42.9619,,,,,9.9545,,0.5571,6.8963,7.3285,,26.5716,28.9777,,
2024-12-12,21615.27,38.4783,43.1655,,,,,9.8767,,0.5609,6.8347,7.2505,,26.4028,28.7268,,
2024-12-13,21780.25,38.5181,43.2101,,,,,9.8869,,0.5639,6.8417,7.258,,26.4301,28.7565,,
2024-12-16,22096.66,39.1053,43.8689,,,,,10.0377,,0.5503,6.946,7.3686,,26.833,29.1949,,
2024-12-17,22001.08,39.011,43.7632,,,,,10.0135,,0.5516,6.9293,7.3509,,26.7684,29.1245,,
2024-12-18,21209.31,37.5058,42.241,,,,,9.6599,,0.5714,6.6822,7.0952,,25.7957,28.1115,,
2024-12-19,21110.51,37.4629,42.1979,,,,,9.649,,0.572,6.6751,7.0879,,25.7687,28.0829,,
2024-12-20,21289.15,37.8167,42.5965,,,,,9.7401,,0.5636,6.7381,7.1549,,26.0121,28.3481,,
2024-12-23,21503.17,38.4426,43.1267,,,,,9.9685,,0.5619,6.9057,7.3395,,26.3982,28.7608,,"20241223&纳入:AXON.O-AXON ENTERPRISE,PLTR.O-PALANTIR TECHNOLOGIES,MSTR.O-微策投资;剔除:SMCI.O-超微电脑,ILMN.O-ILLUMINA,MRNA.O-MODERNA"
2024-12-24,21797.65,38.9631,43.7106,,,,,10.1034,,0.5543,6.9992,7.4389,,26.7556,29.1501,,
2024-12-26,21768.31,38.8839,43.6217,,,,,10.0829,,0.5554,6.9849,7.4237,,26.7012,29.0909,,
2024-12-27,21473.01,38.2993,42.9659,,,,,9.9313,,0.5639,6.8799,7.3121,,26.2998,28.6535,,
2024-12-30,21197.09,37.8424,42.4533,,,,,9.8128,,0.5451,6.7979,7.2249,,25.986,28.3117,,
2024-12-31,21012.17,37.4489,42.0119,,,,,9.7108,,0.5529,6.7272,7.1498,,25.7158,28.0173,,
2025-01-02,20975.62,37.3931,41.9493,,,,,9.6963,,0.5539,6.7171,7.1391,,25.6775,27.9755,,
2025-01-03,21326.16,38.076,42.7154,,,,,9.8734,,0.5468,6.8398,7.2695,,26.1465,28.4865,,
2025-01-06,21559.5,38.6811,43.3942,,,,,10.0303,,0.533,6.9485,7.385,,26.562,28.9392,,
2025-01-07,21173.04,37.914,42.5336,,,,,9.8314,,0.5438,6.8107,7.2386,,26.0352,28.3652,,
2025-01-08,21180.96,37.8849,42.5009,,,,,9.8238,,0.5482,6.8055,7.233,,26.0152,28.3434,,
2025-01-10,20847.58,37.2811,41.8235,,,,,9.6672,,0.5572,6.697,7.1177,,25.6005,27.8916,,
2025-01-13,20784.72,37.0965,41.6164,,,,,9.6194,,0.5599,6.6638,7.0825,,25.4737,27.7535,,
2025-01-14,20757.41,36.9491,41.451,,,,,9.5811,,0.5621,6.6374,7.0543,,25.3725,27.6432,,
2025-01-15,21237.85,37.9261,42.5471,,,,,9.8345,,0.5477,6.8129,7.2409,,26.0434,28.3742,,
2025-01-16,21091.25,37.5068,42.0768,,,,,9.7258,,0.5539,6.7376,7.1608,,25.7555,28.0605,,
2025-01-17,21441.15,38.1369,42.7837,,,,,9.889,,0.5446,6.8506,7.2807,,26.1897,28.5388,,
2025-01-21,21566.51,38.2921,42.8076,,,,,9.9344,,0.5418,6.8844,7.3096,,26.3301,28.6862,,
2025-01-22,21853,38.8545,43.4364,,,,,10.0803,,0.5339,6.9855,7.417,,26.7168,29.1076,,
2025-01-23,21900.93,38.9084,43.5692,,,,,10.0902,,0.5334,6.9922,7.426,,26.5995,29.1487,,
2025-01-24,21774.01,38.7503,43.3922,,,,,10.0495,,0.5357,6.9638,7.3959,,26.6234,29.0138,,
2025-01-27,21127.28,37.3859,41.8644,,,,,9.6956,,0.5555,6.7186,7.1354,,25.686,27.9922,,
2025-01-28,21463.04,38.2603,42.8406,,,,,9.919,,0.5432,6.8729,7.2999,,26.14,28.6312,,
2025-01-29,21411.46,37.6696,41.2325,,,,,9.773,,0.5458,6.8141,7.2122,,25.6023,27.7253,,
2025-01-30,21508.12,37.8923,42.8477,,,,,9.7634,,0.544,6.8276,7.2287,,25.8889,27.867,,
2025-01-31,21478.05,37.8868,42.834,,,,,9.7623,,0.545,6.8298,7.2309,,25.91,27.8789,,
2025-02-03,21297.58,37.4098,42.2933,,,,,9.64,,0.5497,6.7439,7.1397,,25.7042,27.5128,,
2025-02-04,21566.92,37.4358,40.0323,,,,,9.7276,,0.5415,6.8109,7.0838,,25.1469,26.6313,,
2025-02-05,21658.16,37.2192,39.8668,,,,,9.6203,,0.5444,6.7654,7.039,,24.9289,26.4854,,
2025-02-06,21774.07,37.0248,38.5574,,,,,9.6018,,0.5385,6.781,6.9684,,25.1126,25.9028,,
2025-02-07,21491.31,36.4249,37.9326,,,,,9.4462,,0.5485,6.6712,6.8555,,24.7046,25.4831,,
2025-02-10,21756.73,36.8268,38.5737,,,,,9.5446,,0.5407,6.7427,6.9292,,24.8528,25.7583,,
2025-02-11,21693.52,36.7627,38.7935,,,,,9.5203,,0.545,6.7228,6.9037,,24.7849,25.6362,,
2025-02-12,21719.26,36.6817,38.6933,,,,,9.5125,,0.5457,6.7196,6.8994,,24.728,25.5556,,
2025-02-13,22030.71,37.2838,39.3219,,,,,9.6553,,0.5357,6.8196,6.9995,,25.1745,25.9784,,
2025-02-14,22114.69,37.4132,39.4584,,,,,9.6888,,0.541,6.8433,7.0238,,25.3056,26.0686,,
2025-02-18,22164.61,37.3556,39.3429,,,,,9.6836,,0.5169,6.8401,7.0212,,25.2533,25.9921,,
2025-02-19,22175.6,37.4011,39.3576,,,,,9.6944,,0.5162,6.8479,7.0282,,25.2824,26.0039,,
2025-02-20,22068.06,37.1863,39.0974,,,,,9.6536,,0.5403,6.8153,6.9863,,25.1725,25.8318,,
2025-02-21,21614.08,36.372,38.2412,,,,,9.4422,,0.5635,6.666,6.8333,,24.6224,25.2661,,
2025-02-24,21352.08,35.925,37.7671,,,,,9.3265,,0.5565,6.5829,6.7462,,24.3074,24.9487,,
2025-02-25,21087.25,35.4682,37.2746,,,,,9.1893,,0.565,6.4837,6.6429,,23.9217,24.5481,,
2025-02-26,21132.92,35.0832,35.3367,,,,,9.1578,,0.5648,6.4643,6.5442,,23.8408,23.8423,,
2025-02-27,20550.95,34.0379,34.6174,,,,,8.8851,,0.5829,6.2704,6.3493,,23.0808,23.1705,,
2025-02-28,20884.41,34.6171,35.2066,,,,,9.0361,,0.5799,6.3771,6.4574,,23.4736,23.5648,,
2025-03-03,20425.58,33.7098,34.2838,,,,,8.7993,,0.5784,6.21,6.2881,,22.8584,22.9472,,
2025-03-04,20352.53,33.7003,34.2626,,,,,8.7937,,0.5805,6.2068,6.2828,,22.8485,22.935,,
2025-03-05,20628.46,34.1781,34.773,,,,,8.9215,,0.5696,6.2992,6.3763,,23.1916,23.2729,,
2025-03-06,20052.63,33.1269,33.875,,,,,8.6823,,0.5886,6.1253,6.2116,,22.5316,22.6719,,
2025-03-07,20201.37,33.3795,34.1333,,,,,8.7485,,0.5943,6.172,6.259,,22.7034,22.8448,,
2025-03-10,19430.95,31.9673,32.6892,,,,,8.3783,,0.6321,5.9109,5.9942,,21.7429,21.8782,,
2025-03-11,19376.96,31.8928,32.613,,,,,8.3588,,0.6336,5.8971,5.9802,,21.6922,21.8272,,
2025-03-12,19596.02,32.3124,33.0894,,,,,8.4836,,0.6255,5.9825,6.0675,,21.9856,22.146,,
